ï»¿PROJECT_NUMBER,PROJECT_EN,DEVELOPER_NUMBER,DEVELOPER_EN,START_DATE,END_DATE,ADOPTION_DATE,PRJ_TYPE_EN,PROJECT_VALUE,ESCROW_ACCOUNT_NUMBER,PROJECT_STATUS,PERCENT_COMPLETED,INSPECTION_DATE,COMPLETION_DATE,DESCRIPTION_EN,AREA_EN,ZONE_EN,CNT_LAND,CNT_BUILDING,CNT_VILLA,CNT_UNIT,MASTER_PROJECT_EN
3629,Roof Comfort,1809,ROOF ENTERPRISES AND DEVELOPMENT CO. L.L.C,2025-04-01 00:00:00,2027-12-31 00:00:00,2025-06-16 14:57:21,Normal,137000000.0,205905203102.0,ACTIVE,0.0,2025-05-09 15:54:58,,G + P + 10 Floors + Roof,Wadi Al Safa 5,Dubai Development Authority (DDA),0,0.0,0.0,316.0,
3630,Shoaq,1511,AVENEW REAL ESTATE DEVELOPMENT L.L.C,2025-09-30 00:00:00,2027-10-30 00:00:00,2025-04-22 09:10:49,Normal,80000000.0,1582174755401.0,ACTIVE,0.0,2025-04-09 16:43:43,,"Residential Buildings comprising of 78 
Residential units (1BHK=49, 2BHK=14, 
3BHK=10, Townhouses 3BHK=4  
Penthouse=1) ",Palm Deira,Trakhees,0,0.0,0.0,78.0,
3631,Bay Grove Residences B - Dubai Islands,105,DUBAI ISLANDS L.L.C,2025-06-17 00:00:00,2028-09-21 00:00:00,2025-04-04 14:39:01,Normal,310591793.0,323523386002.0,ACTIVE,0.0,2025-09-03 10:45:27,,"The project is residences located at Dubai Islands. The Project Introduces one combined Basement, one combined Ground + 3 Buildings:  
BG 5 = B+G+8+R (50 Units) 
BG 6 = B+G+10+R (73 Units) 
BG 7 = B+G+20+R (118 Units) 
The Residences Consists of a total of 241 Apartments with unit mix of 1-Bedroom, 2-Bedrooms, 3-Bedrooms & 4-Bedrooms (Duplex Apartments). ",Palm Deira,Trakhees,0,0.0,0.0,241.0,
3632,Marquis Vista,1546,MARQUIS HOME DEVELOPER L.L.C,2025-06-01 00:00:00,2027-12-31 00:00:00,2025-07-14 15:13:41,Normal,40000000.0,12254296226.0,ACTIVE,0.0,2025-03-19 11:42:39,,B+G+P+10 Residential Building,Wadi Al Safa 5,Dubai Development Authority (DDA),0,0.0,0.0,129.0,
3633,Nabni Sky Royal Residences,951,NABNI REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2030-12-31 00:00:00,2025-04-15 12:25:12,Normal,512000000.0,12035209598.0,ACTIVE,0.0,2025-03-19 14:08:01,,3B+G+4P+65 RESIDENTIAL BUILDING,Business Bay,Dubai Development Authority (DDA),0,0.0,0.0,146.0,
3634,Ayaan Heights II,1328,DIGO REAL ESTATE DEVELOPMENT (BR OF INVEST GROUP OVERSEAS (L L C) ),2025-10-01 00:00:00,2028-03-31 00:00:00,,Normal,200000000.0,,PENDING,,,,1B + G + 4P + 20 Residential floors ,Bukadra,,1,0.0,0.0,0.0,
3635,Elevia Residences,1858,valores property  DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-06-30 00:00:00,2025-07-30 13:34:47,Normal,30500000.0,323561310001.0,ACTIVE,0.0,2025-04-10 15:36:42,,Residential Building (B+G+5+R),Warsan Fourth,Trakhees,0,0.0,0.0,106.0,
3636,Aria Heights,1104,SRG REAL ESTATE DEVELOPER L.L.C,2025-04-15 00:00:00,2027-07-15 00:00:00,2025-08-11 13:07:43,Normal,110000000.0,11421382920004.0,ACTIVE,1.78,2025-06-25 12:15:08,,"Commercial and Residential buildings (G+3P+16) comprising of 169 Residential units (STUDIO= 38, 1BHK.=83, 2BHK=32, 3BHK=16) and 3 Retail Units.",Al Barsha South Fourth,Trakhees,0,0.0,0.0,172.0,
3638,Tomorrow 166,1977,TOMORROW WORLD REAL ESTATE DEVELOPMENT L.L.C,2025-06-01 00:00:00,2027-05-31 00:00:00,2025-05-13 16:18:42,Normal,29500000.0,19427206.0,ACTIVE,0.0,2025-04-03 13:53:46,,Residential Building (G+P+7Floors+Roof) with Retails @GF + / Swimming Pool with Gym @ First Floor.,Palm Deira,,0,0.0,0.0,54.0,
3639,ESSENLIFE RESIDENCE,1579,OBJECT ONE REAL ESTATE DEVELOPMENT L.L.C,2025-05-30 00:00:00,2028-03-30 00:00:00,2025-05-07 11:23:23,Normal,55000000.0,19424048.0,ACTIVE,0.0,2025-04-23 14:22:23,,B+G+5P+23F+RÂ ,Al Barsha South Fifth,Trakhees,0,0.0,0.0,357.0,
3640,ISOLANA RESIDENCES,2225,HAYAAT IKHLAQ DEVELOPMENTS L.L.C,2025-05-20 00:00:00,2027-03-20 00:00:00,2025-04-15 13:59:20,Normal,22000000.0,3718491333203.0,ACTIVE,0.0,2025-03-25 11:56:27,,Ø§Ø±Ø¶Ù+2Ø¨ÙØ¯ÙÙÙ+ 8 Ø·ÙØ§Ø¨Ù,Palm Deira,Trakhees,0,0.0,0.0,71.0,
3641,Park Gate 2,984,DUBAI HILLS ESTATE L.L.C,2025-06-17 00:00:00,2027-02-28 00:00:00,2025-04-09 14:58:12,Normal,40002580.0,204806436140.0,ACTIVE,2.17,2025-07-09 12:13:02,,"Freehold G+2 Villas consisting of 13nos. Of 4Bedroom and 4 nos. of 5Bedroom 
",Hadaeq Sheikh Mohammed Bin Rashid,Dubai Development Authority (DDA),0,0.0,17.0,0.0,
3642,SOL LEVANTE,999,S O L PROPERTIES DEVELOPMENT L.L.C,2025-06-15 00:00:00,2028-09-15 00:00:00,2025-05-28 13:34:54,Normal,250000000.0,204876035506.0,ACTIVE,0.2,2025-08-20 19:59:17,,(G+4P+20F+R) MIXED USED (RESIDENTIAL TOWER + COMMERCIAL + RETAIL),Al Barsha South Fifth,Trakhees,0,0.0,0.0,674.0,
3643,AZIZI MILAN 51,1002,AZIZI DEVELOPMENTS L.L.C,2025-03-26 00:00:00,2027-03-26 00:00:00,2025-04-11 10:22:54,Normal,111000000.0,10174999920258.0,ACTIVE,0.0,2025-03-26 10:43:22,,PROPOSED (3B+G+5P+30)MIXED USE (RESIDENTIAL +COMMERCIAL),Wadi Al Safa 4,Dubai Development Authority (DDA),0,0.0,0.0,579.0,
3646,Tetris Tower,2203,LE LUMINOUS REAL ESTATE DEVELOPMENT L.L.C,2025-04-20 00:00:00,2027-09-30 00:00:00,,Normal,40000000.0,,PENDING,0.0,2025-03-27 15:32:20,,Ground+3 podiums+16 recurring residential floors,Al Barsha South Fourth,,0,0.0,0.0,205.0,
3647,Mi Casa By London Gate Real Estate Development,1596,LONDON GATE REAL ESTATE DEVELOPMENT L.L.C,2025-04-01 00:00:00,2028-03-01 00:00:00,,Normal,2000000.0,,PENDING,19.09,2025-03-27 15:06:54,,building ,Al Barsha South Fourth,,0,0.0,0.0,76.0,
3649,Augusta,1162,NSHAMA PROPERTIES OWNED BY NSHMI DEVELOPMENT ONE PERSON COMPANY L.L.C,2025-10-10 00:00:00,2028-01-14 00:00:00,2025-04-18 09:34:36,Normal,122876489.0,4031224702173089.0,ACTIVE,0.0,2025-04-08 12:30:38,,Residential Apartment Building with Retail in Ground Floor G+2P+14+R+ Parking in ground floor & 2 Podium floors ,Al Yelayiss 2,Dubai Development Authority (DDA),0,0.0,0.0,154.0,
3650,The Mural,2140,THE MURAL REAL ESTATE LLC,2025-10-10 00:00:00,2028-07-10 00:00:00,2025-04-11 11:40:03,Normal,273000000.0,205913548502.0,ACTIVE,0.31,2025-07-27 14:09:13,,Mixed use (Residential-Retail) B+LG+G+2P+32FLOORS.,Madinat Dubai Almelaheyah,Trakhees,0,0.0,0.0,268.0,
3651,Reef 998,1944,REEF LUXURY DEVELOPMENT L.L.C,2025-06-01 00:00:00,2028-06-30 00:00:00,2025-05-28 14:04:38,Normal,85000000.0,19429442.0,ACTIVE,0.0,2025-04-03 10:13:32,,"3B+G+3P+20+R Commercial and Residential Building
Consist of Studio+ Balcony- 114 Rooms,1 Bedroom + Balcony =133 Rooms, 2 Bedroom + Balcony =57 Rooms, 3 Bedroom + Balcony =19 Rooms
Total of 323 Rooms

3B+G+3P+20+R
Consist of Studio+ Balcony- 114 Rooms,1 Bedroom + Balcony =133 Rooms, 2 Bedroom + Balcony =57 Rooms, 3 Bedroom + Balcony =19 Rooms
Total of 323 Rooms
",Wadi Al Safa 5,Dubai Development Authority (DDA),0,0.0,0.0,339.0,
3653,Avion Residence ,2142,SKY VIEW DEVELOPMENT L.L.C,2025-02-28 00:00:00,2027-03-31 00:00:00,2025-05-13 10:59:03,Normal,35000000.0,205913521002.0,ACTIVE,,,,G+6+Rooftop Amenities Residential Building,Madinat Al Mataar,,0,0.0,0.0,66.0,
3654,NAUTIS RESIDENCES,1943,STAMN REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-08-30 00:00:00,2025-05-29 11:31:12,Normal,47840000.0,13932122920005.0,ACTIVE,0.0,2025-04-05 08:56:16,,Residential building include (Ground floor + 2 parking + 8 typical floors + R),Palm Deira,Trakhees,0,0.0,0.0,63.0,
3656,Azizi Milan 30,1002,AZIZI DEVELOPMENTS L.L.C,2025-04-04 00:00:00,2027-04-04 00:00:00,2025-04-18 09:11:38,Normal,119200000.0,1582174613101.0,ACTIVE,,,,PROPOSED (3B+G+5P+34F+ROOF) MIXED USE (RESIDENTIAL + RETAIL),Wadi Al Safa 4,Dubai Development Authority (DDA),0,0.0,0.0,629.0,
3659,burj capital ,2213,CENTURION CAPITAL ONE PROPERTIES L.L.C,2025-06-21 00:00:00,2028-12-22 00:00:00,2025-06-03 09:18:25,Normal,150000000.0,80260600000014.0,ACTIVE,0.0,2025-04-21 14:57:30,,5B+G+3P+25+SERVICE FLOOR +ROOF ,Business Bay,Dubai Development Authority (DDA),0,0.0,0.0,248.0,
3660,DAMAC RIVERSIDE VIEWS - AZURE 1,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-18 20:01:53,Normal,271454520.0,19000089171.0,ACTIVE,0.0,2025-04-07 13:59:00,,"Project consists of G+3P+14 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,Dubai Municipality,0,0.0,0.0,824.0,
3661,DAMAC RIVERSIDE VIEWS - AZURE 2,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-18 20:03:13,Normal,184325840.0,19000089173.0,ACTIVE,0.0,2025-04-07 14:12:29,,"Project consists of G+2P+8 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,Dubai Municipality,0,0.0,0.0,720.0,
3662,Azizi Milan 20,1002,AZIZI DEVELOPMENTS L.L.C,2025-04-07 00:00:00,2027-04-30 00:00:00,2025-04-17 11:02:41,Normal,140500000.0,1582174607001.0,ACTIVE,0.0,2025-04-07 14:28:07,,PROPOSED (3B+G+5 POD+35+R) RESIDENTIAL/ COMMERCIAL BUILDING,Wadi Al Safa 4,Dubai Development Authority (DDA),0,0.0,0.0,741.0,
3663,DAMAC RIVERSIDE VIEWS - CAPRI 1 ,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-16 14:58:50,Normal,271454520.0,19000089175.0,ACTIVE,0.0,2025-04-07 14:50:38,,"Project consists of G+3P+14 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,Dubai Municipality,0,0.0,0.0,824.0,
3664,DAMAC RIVERSIDE VIEWS - CAPRI 2,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-15 13:02:04,Normal,184325840.0,19000089177.0,ACTIVE,0.0,2025-04-07 15:05:48,,"Project consists of G+2P+8 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,Dubai Municipality,0,0.0,0.0,576.0,
3665,DAMAC RIVERSIDE VIEWS - INDIGO 1,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-12 09:10:22,Normal,176712350.0,19000089180.0,ACTIVE,0.0,2025-04-07 15:56:48,,"Project consists of G+3P+14 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,,0,0.0,0.0,493.0,
3666,DAMAC RIVERSIDE VIEWS - INDIGO 2,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-12 09:10:22,Normal,127581200.0,19000089182.0,ACTIVE,0.0,2025-04-07 16:21:38,,"Project consists of G+2P+8 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,,0,0.0,0.0,388.0,
3667,DAMAC RIVERSIDE VIEWS - ROYAL 1,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-12 09:10:22,Normal,117913810.0,19000089184.0,ACTIVE,0.0,2025-04-07 16:47:15,,"Project consists of G+3P+14 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,,0,0.0,0.0,335.0,
3668,DAMAC RIVERSIDE VIEWS - ROYAL 2,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-12 09:10:22,Normal,117913810.0,19000089186.0,ACTIVE,0.0,2025-04-07 17:10:08,,"Project consists of G+3P+14 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes",Dubai Investment Park Second,,0,0.0,0.0,335.0,
3669,DAMAC RIVERSIDE VIEWS - ROYAL 3&4,1866,DAMAC MRY INVESTMENT L.L.C,2025-08-11 00:00:00,2029-03-31 00:00:00,2025-05-12 12:20:50,Normal,165134700.0,19000089188.0,ACTIVE,0.0,2025-04-07 17:28:10,,"Project consists of 2 buildings of G+3P+7 residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,,0,0.0,0.0,466.0,
3670,Edition 77,2243,STALLION HOMES REAL ESTATE DEVELOPMENT L.L.C,2025-04-01 00:00:00,2028-04-01 00:00:00,,Normal,25000000.0,,PENDING,,,,Residential Building (UG+G+6+R),Madinat Al Mataar,,1,0.0,0.0,0.0,
3671,Cotier House 2 By Imtiaz ,2212,IMTIAZ UG REAL ESTATE DEVELOPMENT L.L.C,2025-04-15 00:00:00,2027-04-15 00:00:00,2025-04-24 10:35:15,Normal,71392350.0,1011226813396002.0,ACTIVE,0.0,2025-04-08 17:37:17,,G+2P+10+R Residential Building ,Palm Deira,Trakhees,0,0.0,0.0,128.0,
3672,South Park Residences 2 By Wellington,2076,WELLINGTON ELITE REAL ESTATE DEVELOPMENT L.L.C,2025-03-20 00:00:00,2028-06-20 00:00:00,2025-06-30 10:21:51,Normal,16250000.0,13944557920004.0,ACTIVE,36.97,2025-09-09 16:52:00,,G + F + R + Ø§ÙÙØ±Ø§ÙÙ ÙÙÙØ§ Ø³ÙÙÙØ©,Saih Shuaib 2,Dubai Development Authority (DDA),0,0.0,15.0,0.0,
3673,Vio Residences,1116,MODELUX REAL ESTATE DEVELOPMENT L.L.C,2025-01-01 00:00:00,2026-12-31 00:00:00,2025-09-11 14:08:18,Normal,21000000.0,1582185633301.0,ACTIVE,0.0,2025-04-09 10:34:40,,B+G+5+Roof,Warsan Fourth,Trakhees,0,0.0,0.0,87.0,
3674,Al Warsan Star,126.0,ROSE HOMES INVESTMENT (L.L.C),2025-10-12 00:00:00,2027-02-12 00:00:00,,Normal,21262500.0,295622920005.0,PENDING,0.0,2025-09-23 10:23:01,,G+1P+6 Building,Al Warsan First,,0.0,0.0,0.0,48.0,
3675,Cove Boulevard By Imtiaz,1129.0,IMTIAZ REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,2025-05-25 00:00:00,2028-10-30 00:00:00,2025-06-09 16:03:37,Normal,151171849.0,1091225608110055.0,ACTIVE,0.14,2025-06-24 15:53:53,,2B+G+4P+30+R Residential Building ,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,436.0,
3676,White Opals,1440.0,AIZN REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-09-01 00:00:00,2025-09-09 13:04:04,Normal,20000000.0,13502085920002.0,ACTIVE,0.0,2025-06-17 12:34:09,,1B+G+5+1R,Wadi Al Safa 3,Dubai Municipality,0.0,0.0,0.0,49.0,
3677,Rose Gold Residences by Zee Development,1671.0,ZEE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2028-01-30 00:00:00,2025-09-09 09:35:24,Normal,45000000.0,19490692.0,ACTIVE,0.0,2025-04-16 13:40:26,,RESIDENTIAL BUILDING (G+4P+11F+R) WITH RETAIL@GF ,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,175.0,
3678,Coventry 66,2190.0,GFS WONDERS DEVELOPERS L.L.C,2025-05-25 00:00:00,2027-05-25 00:00:00,2025-05-13 16:19:08,Normal,21000000.0,800008160002.0,ACTIVE,0.0,2025-04-12 15:52:54,,G+4+Roof,Madinat Al Mataar,,0.0,0.0,0.0,64.0,
3679,Confident Preston,2295.0,CASA PRESTON REAL ESTATE L.L.C,2025-06-01 00:00:00,2027-07-01 00:00:00,,Normal,23482480.0,,PENDING,0.0,2025-05-08 18:39:04,,"The building consists of G+9 floors and includes comprehensive residential services, in addition to rooftop facilities.",Wadi Al Safa 2,,0.0,0.0,0.0,99.0,
3680,Soul by vision,1823.0,VISION PLATINUM REAL ESTATE DEVELOPMENT L.L.C,2025-05-31 00:00:00,2026-12-31 00:00:00,2025-05-07 15:19:01,Normal,40000000.0,12176819616.0,ACTIVE,0.0,2025-04-11 10:23:51,,G+9F+R ,Me'Aisem First,,0.0,0.0,0.0,176.0,
3681,Provenza Residences ,1803.0,I K R REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2027-09-30 00:00:00,2025-05-16 15:26:18,Normal,55000000.0,19000089098.0,ACTIVE,0.0,2025-04-21 17:39:46,,Residential Building(G+4P+12+Roof)with Retail @GF + Swimming Pool with Gym@ First Floor ,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,188.0,
3682,Samha Residence 2,2216.0,SAMHA REAL ESTATE DEVELOPMENT L.L.C,2025-02-15 00:00:00,2026-10-15 00:00:00,2025-07-16 14:54:17,Normal,56000000.0,12461481002.0,ACTIVE,15.0,2025-04-11 15:25:05,,UG+G+3P+19+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,175.0,
3683,Dreamlife Residences,1752.0,NOVA POWER REAL ESTATE L.L.C,2025-01-01 00:00:00,2027-01-15 00:00:00,2025-06-04 14:30:32,Normal,60000000.0,1011226035967005.0,ACTIVE,0.04,2025-04-14 18:10:04,,Residential Building (G+2P+10 Floors),Palm Deira,Trakhees,0.0,0.0,0.0,104.0,
3684,REGAL CREST,2204.0,KHALIS PROPERTIES L.L.C,2025-04-01 00:00:00,2027-03-31 00:00:00,2025-06-20 20:12:51,Normal,27000000.0,19500000772.0,ACTIVE,0.0,2025-04-17 19:19:21,,Residential Building (G+4+Roof),Madinat Al Mataar,Dubai South,0.0,0.0,0.0,56.0,
3686,Aark Terraces,1643.0,AARK DEVELOPERS L.L.C,2025-04-01 00:00:00,2027-12-31 00:00:00,2025-05-21 12:14:21,Normal,45000000.0,19500000784.0,ACTIVE,0.0,2025-04-21 10:14:11,,B+G+11+R,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,131.0,
3687,Livia Residence,2274.0,BARCO PROPERTIES DEVELOPMENT L.L.C,2025-06-30 00:00:00,2027-04-30 00:00:00,2025-08-05 12:11:04,Normal,33000000.0,3718497555502.0,ACTIVE,0.0,2025-04-15 12:52:34,,PROPOSED G+6 RESIDENTIAL BUILDING.,Madinat Al Mataar,Dubai South,0.0,0.0,0.0,71.0,
3688,Longford Residences by Devan Real Estate Development,2114.0,DEVAN REAL ESTATE DEVELOPMENT L.L.C,2025-06-15 00:00:00,2028-05-01 00:00:00,2025-06-03 16:13:12,Normal,90000000.0,19435930.0,ACTIVE,0.0,2025-04-20 17:42:30,,Residential Building (Proposed G+P+(03 building) 4 Floors+ Roof) with Retail & entertainment area @GF,Al Warsan First,Trakhees,0.0,0.0,0.0,280.0,
3690,DAMAC RIVERSIDE - OLIVE,1866.0,DAMAC MRY INVESTMENT L.L.C,2025-10-01 00:00:00,2028-06-30 00:00:00,2025-05-12 21:13:27,Normal,86550890.0,19000089190.0,ACTIVE,0.0,2025-04-15 12:25:19,,"Project consists of 208 Nos. of G+1 and G+2 Townhouses and Villas located in Dubai Investment Park Second, Dubai. The units are designed to have a concrete structure and block with internal and external finishes.",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,208.0,0.0,
3693,DAMAC ISLANDS - BALI 3,2035.0,DAMAC ELITE INVESTMENT CO. L.L.C,2025-10-01 00:00:00,2029-06-30 00:00:00,2025-05-05 00:00:00,Normal,114025756.0,205892602951.0,ACTIVE,0.0,2025-04-16 11:15:41,,"Project consists of 274 Nos. of G+2 and G+1 Townhouses and Villas located in Al Yalayis 1, Dubai. The units are designed to have a concrete structure and block with internal and external finishes.",Al Yelayiss 1,Dubai Development Authority (DDA),6.0,0.0,268.0,0.0,
3694,Azizi Milan 18,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-04-16 00:00:00,2027-04-16 00:00:00,2025-08-18 10:55:46,Normal,271000000.0,10174999920266.0,ACTIVE,0.0,2025-04-16 10:51:03,,PROPOSED (3B+G+5P+25) RESIDENTIAL & COMMERCIAL BUILDING,Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,1541.0,
3695,Azizi Milan 53,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-04-16 00:00:00,2027-04-30 00:00:00,2025-08-18 11:13:43,Normal,63100000.0,10174999920264.0,ACTIVE,0.0,2025-04-16 11:38:56,,PROPOSED (3B+G+5P+19) RESIDENTIAL & COMMERCIAL BUILDING,Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,306.0,
3696,Azizi Milan 55,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-04-16 00:00:00,2027-04-30 00:00:00,2025-07-15 08:33:36,Normal,111500000.0,10174999920260.0,ACTIVE,0.0,2025-04-16 12:10:09,,PROPOSED (3B+G+5P+29) RESIDENTIAL & COMMERCIAL BUILDING,Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,465.0,
3697,DAMAC ISLANDS - BALI 4,2035.0,DAMAC ELITE INVESTMENT CO. L.L.C,2025-10-01 00:00:00,2029-06-30 00:00:00,2025-05-05 00:00:00,Normal,97646046.0,205892602952.0,ACTIVE,0.0,2025-04-16 12:21:00,,"Project consists of 232 Nos. of G+2 and G+1 Townhouses and Villas located in Al Yalayis 1, Dubai. The units are designed to have a concrete structure and block with internal and external finishes.",Al Yelayiss 1,Dubai Development Authority (DDA),24.0,0.0,208.0,0.0,
3698,DAMAC ISLANDS - SEYCHELLES 1,2035.0,DAMAC ELITE INVESTMENT CO. L.L.C,2025-10-01 00:00:00,2029-06-30 00:00:00,2025-05-05 14:21:32,Normal,85923784.0,205892602948.0,ACTIVE,0.0,2025-04-16 15:22:46,,"Project consists of 204 Nos. of G+2 and G+1 Townhouses and Villas located in Al Yalayis 1,Dubai. The units are designed to have a concrete structure and block with internal and external finishes.",Al Yelayiss 1,Dubai Development Authority (DDA),0.0,0.0,204.0,0.0,
3699,Grand Polo - Chevalia Estate ,1211.0,EMAAR DEVELOPMENT P.J.S.C.,2025-03-27 00:00:00,2029-02-28 00:00:00,2025-04-22 15:12:40,Normal,243075967.0,10653441920060.0,ACTIVE,0.0,2025-04-17 12:06:26,,"Residential development consisting of 80 villas (G+1+roof)
",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,80.0,0.0,
3700,Grand Polo - Montura,1211.0,EMAAR DEVELOPMENT P.J.S.C.,2025-03-13 00:00:00,2029-06-30 00:00:00,2025-04-22 15:18:06,Normal,398827532.0,10653441920055.0,ACTIVE,0.0,2025-04-17 12:09:29,,"Residential development consisting of 211 villas (G+1+roof)
",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,211.0,0.0,
3701,Grand Polo - Chevalia Fields,1211.0,EMAAR DEVELOPMENT P.J.S.C.,2025-03-13 00:00:00,2029-04-30 00:00:00,2025-04-22 15:20:40,Normal,426659470.0,322818044004.0,ACTIVE,0.0,2025-04-17 12:08:03,,"Residential development consisting of 179 villas (G+2)
",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,179.0,0.0,
3702,Marquis One,1546.0,MARQUIS HOME DEVELOPER L.L.C,2025-10-01 00:00:00,2028-12-31 00:00:00,2025-09-09 15:18:36,Normal,160000000.0,12489402473.0,ACTIVE,0.0,2025-04-17 10:50:10,,G+4P+22+R Residential Building,Al Barshaa South Third,Dubai Development Authority (DDA),0.0,0.0,0.0,489.0,
3703,Grand Polo - Montura 3,1211.0,EMAAR DEVELOPMENT P.J.S.C.,2025-03-13 00:00:00,2029-06-30 00:00:00,2025-04-23 11:36:17,Normal,414560835.0,3538215410318.0,ACTIVE,0.0,2025-04-17 12:13:45,,"Residential development consisting of 219 villas (G+1+roof)
",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,219.0,0.0,
3704,Grand Polo - Montura 2,1211.0,EMAAR DEVELOPMENT P.J.S.C.,2025-04-30 00:00:00,2029-05-31 00:00:00,2025-04-22 15:23:55,Normal,269425569.0,10653441920057.0,ACTIVE,0.0,2025-04-17 12:11:05,,"Residential development consisting of 206 villas (G+1+roof)
",Dubai Investment Park Second,Dubai Municipality,0.0,0.0,206.0,0.0,
3705,COVE EDITION RESIDENCE 5 by Imtiaz,1129.0,IMTIAZ REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,2025-05-20 00:00:00,2027-05-20 00:00:00,2025-06-12 13:40:57,Normal,44306689.0,1091225608110052.0,ACTIVE,1.7,2025-08-15 11:55:35,, 2B+G+ 11 + Roof - RESIDENTIAL BUILDING,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,198.0,
3706,DAMAC HILLS - IVORY,954.0,DAMAC CRESCENT PROPERTIES,2025-09-01 00:00:00,2028-06-30 00:00:00,2025-07-03 10:15:16,Normal,20559381.0,465511920042.0,ACTIVE,0.0,2025-04-18 11:09:18,,"
Project consists of 57 Nos. of G+2 and G+1 Townhouses and Villas located in DAMAC Hills,
Al Hebiah Third, Dubai. The units are designed to have a concrete structure and block with
internal and external finishes.",Al Hebiah Third,Dubai Development Authority (DDA),0.0,0.0,57.0,0.0,
3707,Beach Walk Residences 4 by Imtiaz,1129.0,IMTIAZ REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,2025-04-20 00:00:00,2027-04-20 00:00:00,2025-05-02 10:24:53,Normal,31307677.0,1091225608110050.0,ACTIVE,3.7,2025-07-09 10:41:30,,"G+2P+8+R - RESIDENTIAL BUILDING.The project designed to have a concrete structure and block with internal and external finishes.
",Palm Deira,Trakhees,0.0,0.0,0.0,70.0,
3708,Zenith Residences,2301.0,ART OF AMBER REAL ESTATE DEVELOPMENT L.L.C,2025-03-01 00:00:00,2028-03-01 00:00:00,2025-07-23 11:47:09,Normal,65000000.0,19500000792.0,ACTIVE,2.98,2025-04-22 16:12:16,,Residential Building (B+G+3P+14+Roof Floor),Warsan Fourth,Trakhees,0.0,0.0,0.0,267.0,
